name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Allison Ray,23,2,1,1,3,4.5,1,1
Kerri Franklin,22,2,1,1,1,8.5,2,2
Wayne Turner,27,2,3,2,3,6.0,1,1
William Larsen,27,2,1,1,1,7.5,2,1
Kevin Mccormick,52,5,2,3,1,6.5,1,1
Richard Fisher,70,7,1,1,1,5.0,1,2
Lauren Mitchell,52,5,3,1,3,5.0,1,1
Chelsea Tran,48,4,4,3,2,6.0,1,1
Dr. Ashley Wood MD,96,8,1,1,3,5.0,1,1
Sean West,46,4,1,2,3,7.5,2,1
Kristen Watson,93,8,3,1,2,4.5,1,1
Eric Herrera,15,1,2,1,1,10.0,3,1
Jordan Reed,88,8,1,1,1,9.0,3,3
Matthew Jones,10,1,3,1,2,8.0,2,1
Ashley Davis,12,1,3,1,2,7.0,2,1
Danielle Miranda,47,4,2,1,1,9.0,3,2
Sharon Wells,28,2,1,1,3,8.0,2,1
Joanna Winters,39,3,4,3,3,4.0,1,1
Ryan Sherman,60,6,4,1,1,6.0,1,1
Rebecca Spencer,8,1,2,1,1,5.0,1,1
Brandon Murphy,30,3,1,1,1,9.5,3,1
Billy Hardy,54,5,3,3,1,6.0,1,1
Ricky Doyle,30,3,3,3,1,8.5,2,1
Matthew Nichols,10,1,1,2,1,6.5,1,1
Gary Sims,53,5,1,2,1,6.0,1,1
Nichole Collier,92,8,4,1,3,6.5,1,1
Maurice Koch,47,4,1,3,2,7.0,2,1
Rebecca Briggs,60,6,1,1,2,6.0,1,2
Kim James,29,2,4,1,2,7.5,2,1
Benjamin Smith,59,5,2,1,3,5.0,1,1
Adam Johns,26,2,1,1,2,8.5,2,1
Jason Ellis,67,6,1,2,2,4.5,1,1
Tammy Burke,36,3,4,2,3,8.0,2,1
Lisa Sanders,52,5,3,1,3,5.5,1,1
Amy Taylor,8,1,1,1,3,10.5,3,1
Matthew Allison,24,2,1,1,1,9.0,3,1
Walter Hill,62,6,3,1,3,8.0,2,1
Beverly Heath,26,2,2,1,3,7.0,2,2
Veronica Gillespie,81,8,1,1,2,8.0,2,1
Justin Garcia,83,8,1,1,1,8.0,2,1
Mrs. Melissa Miller,11,1,3,1,1,10.0,3,1
Amanda Allen,32,3,2,1,2,5.5,1,1
Chad Smith,54,5,1,2,2,8.0,2,1
Dr. Joseph Kennedy,97,8,1,3,1,6.0,1,1
Jennifer Wilson,43,4,1,1,2,9.5,3,1
Michael Harris,96,8,2,1,1,9.0,3,1
Tara Chambers,29,2,2,3,2,7.0,2,1
Jason Calhoun,72,7,4,1,1,9.0,3,1
Danielle Meyer,51,5,2,1,2,7.0,2,1
Eric Morgan,66,6,1,2,2,6.0,1,1
Danielle Willis,34,3,1,1,2,6.5,1,1
Penny Booker,66,6,1,1,2,4.5,1,1
Joy Floyd,86,8,3,3,3,8.0,2,1
Nicole Hawkins,35,3,1,1,1,6.5,1,1
Janet Mckinney,87,8,1,1,3,8.0,2,1
Charles Taylor,48,4,3,1,1,7.0,2,1
William Nelson,8,1,1,1,1,8.0,2,1
Timothy Hutchinson,9,1,1,1,1,8.0,2,1
Stephen Roberts,45,4,2,2,1,8.0,2,2
Wayne Buchanan,52,5,2,1,2,7.5,2,1
Brandon Flores,85,8,3,1,2,7.0,2,2
David Whitney,52,5,3,1,1,9.5,3,1
Brandy Lopez,38,3,4,2,2,10.5,3,2
Louis Wright,66,6,3,2,2,4.5,1,1
Chelsea Reid,8,1,2,2,1,4.5,1,1
Matthew Banks,37,3,1,1,3,6.5,1,2
Ashley Sanford,18,1,1,2,3,11.5,3,1
Richard Jacobs,95,8,4,1,1,9.5,3,1
Tanner Shaw,71,7,4,2,3,9.0,3,3
John Hale,69,6,3,1,3,6.5,1,1
Leonard Wolfe,68,6,3,1,3,8.5,2,1
Jessica Jennings,57,5,3,1,3,6.5,1,1
Katherine Hendrix,48,4,4,1,1,8.0,2,1
Matthew Martin,22,2,1,2,1,6.5,1,1
Robert Bruce,41,4,4,1,1,6.5,1,2
Kristen Rose,64,6,3,1,1,7.5,2,1
Kimberly Hamilton,21,2,3,1,1,8.0,2,1
Makayla Smith,78,7,3,1,2,10.5,3,1
Gary Holt,57,5,2,1,1,8.0,2,1
Penny Benton,38,3,2,1,3,9.0,3,2
Kathleen Mann,38,3,1,1,2,6.0,1,1
Allen Lewis,21,2,1,1,1,4.0,1,2
Shannon Richards,21,2,1,2,1,5.0,1,2
Dominique Fowler,59,5,1,1,3,6.5,1,1
Susan Coleman,56,5,2,1,1,7.5,2,2
Emily Henderson,56,5,1,1,1,8.0,2,1
Michelle Oneal,34,3,2,1,3,7.0,2,1
Kyle Hunter,16,1,1,2,1,7.5,2,1
James Adams Jr.,28,2,4,1,1,7.0,2,1
Dana Green,23,2,3,2,2,9.0,3,1
Sheila Wells,83,8,1,1,2,6.5,1,1
Trevor Edwards,66,6,1,3,1,7.5,2,1
Becky Schmidt,67,6,3,1,3,5.5,1,1
Michelle Smith,50,5,1,1,1,7.0,2,2
Victoria Harris,19,1,3,2,3,10.5,3,1
Kelsey Cummings,37,3,2,1,1,8.5,2,1
Melissa Smith,90,8,4,3,2,7.0,2,2
Jason Clay,30,3,2,1,1,9.5,3,1
Debra Osborne,27,2,1,1,3,6.5,1,1
Chad Smith,54,5,4,1,2,7.5,2,2
Caitlin Elliott,85,8,3,1,2,5.5,1,1
Kristopher Reilly,17,1,1,2,2,8.0,2,1
William Phillips,95,8,4,1,1,8.0,2,2
Tina Cervantes,27,2,1,1,1,7.0,2,2
Kelly Graham,24,2,3,3,3,8.5,2,1
Barbara Nelson,53,5,1,1,1,8.0,2,2
Christopher Ramsey,40,4,4,1,3,6.0,1,1
Jesse Harrison,40,4,1,1,1,9.0,3,1
Tyler Knight,85,8,2,2,1,6.5,1,1
Alexandria Jones,19,1,1,1,1,8.0,2,1
Alex Shaw,79,7,1,1,2,6.5,1,1
Kenneth Shelton,53,5,4,1,1,6.5,1,2
Paul Reeves,21,2,2,1,1,7.5,2,1
Brad Smith,84,8,2,1,3,7.0,2,2
Patrick Parrish,16,1,3,1,2,7.0,2,1
Abigail Garcia,38,3,2,1,1,6.0,1,1
Brooke Carroll,47,4,1,1,2,6.5,1,1
Katelyn Howell,56,5,1,1,2,7.0,2,1
Jon Moreno,31,3,1,2,1,8.0,2,1
Mariah Morgan,62,6,1,2,3,7.0,2,1
Barbara Brooks,19,1,1,1,2,7.0,2,1
Ian Mcmillan,15,1,1,2,1,9.0,3,1
Keith Johnson,81,8,1,1,3,6.5,1,1
Jessica Hayes,90,8,2,1,1,6.0,1,2
Michael May,38,3,1,2,1,7.5,2,1
Elizabeth Norton,20,2,3,1,3,7.5,2,1
Tina Cook,44,4,2,1,3,8.5,2,1
Ryan Chandler,88,8,1,1,2,6.0,1,2
Scott Burnett,13,1,2,2,1,6.5,1,1
Seth Lewis,34,3,2,1,2,7.5,2,2
Thomas Johnson,11,1,4,1,3,9.0,3,1
Steve Owens,52,5,4,1,1,9.5,3,1
Michael Ashley,54,5,4,1,3,10.5,3,1
Emily Cannon,23,2,2,2,1,5.5,1,1
Lindsay Murray,38,3,3,1,3,8.0,2,1
Natasha Jones,40,4,1,1,3,9.0,3,1
Alexander Velasquez,31,3,1,1,3,6.0,1,1
Anthony Thomas,47,4,1,1,3,8.5,2,2
Stephen Brown,19,1,2,1,2,10.5,3,1
Justin Kim,48,4,2,1,1,10.0,3,1
Patrick Shannon,13,1,2,2,1,7.5,2,1
Adam Fox,52,5,2,2,3,5.0,1,2
Christopher Clark,34,3,1,1,1,6.5,1,1
Sabrina Davis,32,3,2,1,2,8.5,2,2
Dawn Randall,24,2,1,1,2,8.0,2,1
Anthony Blackburn,80,8,1,1,3,9.0,3,2
Denise Ferguson,22,2,3,1,3,5.5,1,1
Melissa Daniels,47,4,1,1,1,6.0,1,2
Crystal Howell,41,4,2,1,1,9.0,3,1
Andre Reyes,37,3,3,3,2,10.5,3,1
Lawrence Meyer,44,4,3,1,1,5.5,1,1
Laura Arellano,28,2,2,1,1,7.5,2,1
Shawna Schmidt,52,5,3,1,2,9.0,3,1
Andrew Walker Jr.,24,2,1,1,3,6.0,1,1
Kurt Bailey,53,5,4,1,1,7.5,2,1
Anthony Levine,40,4,1,1,1,8.0,2,1
Courtney Drake,11,1,3,2,3,7.0,2,1
Michael Thomas,23,2,2,1,3,6.5,1,1
William Rivera,9,1,1,2,1,8.5,2,1
Jeremy Williams MD,52,5,1,1,2,7.0,2,1
Mr. Richard Willis PhD,31,3,3,1,2,7.0,2,1
Lauren Barton,23,2,1,2,3,9.5,3,1
Jeffrey Harvey PhD,60,6,3,1,1,5.5,1,2
Brittany Davis,8,1,3,1,3,6.0,1,1
Javier Moses,66,6,1,2,3,6.5,1,1
Joshua Bell,15,1,3,1,3,7.5,2,1
Keith Becker,54,5,1,1,1,7.5,2,1
Bridget Eaton,28,2,4,1,1,8.5,2,2
Christopher Woodward,49,4,1,1,1,10.0,3,1
David Weber,31,3,1,1,3,9.5,3,3
Shannon Frye,8,1,2,1,1,8.0,2,1
Rebecca Johnson,42,4,2,1,1,10.5,3,2
Tony Reynolds,55,5,1,1,2,8.5,2,1
David Phillips,36,3,1,1,1,5.0,1,1
Alexis Nguyen,62,6,3,1,3,9.5,3,1
Dr. Amber Ware,79,7,1,2,3,7.0,2,1
Tiffany Fields,76,7,3,1,1,5.5,1,1
Pamela Jensen,64,6,1,1,1,8.0,2,1
Amanda Cameron,27,2,1,2,3,8.5,2,1
Matthew Cunningham,18,1,1,1,1,6.0,1,1
Tonya Cuevas MD,23,2,2,1,1,7.0,2,3
Alyssa Evans,33,3,3,1,1,8.5,2,1
Samantha Henderson,19,1,1,1,3,8.0,2,1
Dr. Jennifer Jackson DDS,60,6,2,2,1,7.0,2,1
Teresa Smith,86,8,3,1,2,5.5,1,1
Rodney Clark,41,4,3,1,3,7.0,2,1
Charles Zuniga,92,8,1,1,1,8.0,2,1
Stacy Hanson,75,7,2,1,1,6.0,1,1
Hayden Hancock,84,8,1,3,3,6.5,1,1
Mary Haley,16,1,4,1,1,7.0,2,1
Shawn Valdez,41,4,2,1,1,7.5,2,1
Stephanie Martin,48,4,1,2,2,7.5,2,1
Lynn Rose,19,1,1,1,2,7.0,2,1
Kelly Kelly,79,7,4,1,2,5.5,1,1
Melinda Shannon,47,4,1,3,1,8.0,2,1
Rodney Cross,13,1,1,1,2,7.5,2,1
Jill Chavez,25,2,2,1,1,8.0,2,2
John Scott,10,1,1,1,2,7.0,2,1
Sonia Rodriguez,99,8,2,1,1,8.0,2,3
Erica Reid,73,7,1,1,1,8.0,2,1
Ryan Smith,75,7,2,1,2,6.5,1,1
Carrie Vasquez,62,6,1,1,2,9.0,3,1
Charles Hooper PhD,41,4,2,1,1,7.5,2,1
Tara Pennington,23,2,1,1,1,7.0,2,1
Maria Knox,20,2,3,1,3,6.5,1,2
Trevor Coleman DDS,32,3,4,1,3,9.0,3,1
Lawrence Woods,49,4,1,1,2,7.5,2,1
Marc Hernandez,82,8,3,2,3,6.0,1,2
Joseph Jones,19,1,1,3,3,8.0,2,1
Sandra Hernandez,56,5,3,1,2,8.5,2,1
Nathan Morales DDS,57,5,4,2,2,10.5,3,2
Debbie Benton,16,1,2,1,3,8.5,2,1
Alexandra Jacobs,52,5,2,3,1,7.5,2,1
Robert Knox,84,8,1,1,3,7.5,2,1
Jonathan Moore,53,5,4,1,1,6.5,1,1
Alejandro Green,21,2,1,1,3,8.0,2,1
Brian Barnett,29,2,1,1,1,6.5,1,1
Anthony Duffy,20,2,1,1,3,7.5,2,1
Rebecca Leblanc,65,6,2,1,2,7.5,2,3
Devin Koch,94,8,2,3,2,6.5,1,1
Deborah Mendez MD,65,6,1,1,1,6.0,1,1
Marc Holmes,77,7,1,2,1,4.5,1,1
Patrick Roberts,52,5,1,1,1,7.0,2,3
Taylor Knight,41,4,2,1,2,6.0,1,1
Kristen Warren,23,2,1,1,1,7.5,2,1
Jessica Hamilton,44,4,1,3,2,6.5,1,1
John Sharp,21,2,1,1,1,7.5,2,1
Dr. Kelly Lopez,60,6,2,2,3,7.5,2,1
Patricia Morales,64,6,1,1,1,7.5,2,1
Cheryl Hartman,19,1,1,3,3,7.5,2,1
Larry Wright,83,8,1,1,1,5.5,1,1
Brian Davis,68,6,4,1,2,5.5,1,1
Peter Burns,23,2,1,1,1,6.5,1,2
Ronald Howard,56,5,3,1,3,5.5,1,1
Amy Wilson,11,1,2,1,1,6.0,1,1
Maurice Curry,9,1,4,2,2,8.0,2,1
Tanner Campbell,42,4,1,1,2,8.5,2,1
Diana Chambers,25,2,2,1,2,8.0,2,1
Terry Frye,32,3,2,1,2,7.5,2,1
Donald Ruiz,62,6,1,2,2,5.0,1,2
Ryan Thomas,17,1,1,1,1,9.5,3,1
Lisa Lopez,82,8,1,3,3,5.0,1,2
Gregory Miller,13,1,1,1,3,10.0,3,1
Veronica Walker,29,2,1,1,3,8.5,2,1
Heidi Johnson,35,3,1,1,2,6.0,1,1
Brandon Mercer,46,4,3,2,3,6.5,1,3
Erika Jones,36,3,4,1,3,7.0,2,1
Anne Rivera,45,4,3,1,1,7.0,2,1
Jasmine Hood,75,7,1,1,2,8.0,2,1
Heather Rosales,71,7,1,1,2,8.0,2,1
Kristy Hunt,18,1,1,1,2,10.0,3,1
Amber Chen,72,7,3,1,2,7.5,2,1
Vernon George,44,4,2,1,1,5.5,1,3
Anthony Williams,50,5,3,1,1,7.5,2,1
Samuel Andrews,87,8,2,2,1,8.5,2,1
Michelle Johnson,44,4,1,2,2,9.5,3,1
Laura Saunders,52,5,2,3,1,9.0,3,1
William Whitaker,56,5,4,1,2,7.5,2,1
Lauren Jones,41,4,1,3,2,8.0,2,1
Jasmine Robinson,10,1,4,1,3,8.0,2,1
Dalton Garcia,12,1,1,1,1,9.5,3,1
Timothy Sosa,10,1,1,1,1,7.5,2,1
Christine Mcclure,34,3,4,1,1,6.0,1,1
Yvonne Stephens,72,7,1,1,2,4.5,1,1
Hannah Lopez,32,3,3,1,1,8.5,2,2
Joseph Garcia,45,4,1,3,2,10.5,3,3
James Torres,91,8,2,1,2,6.5,1,1
Wesley Wilson,63,6,4,1,1,6.5,1,3
Heather Zimmerman,72,7,3,2,3,7.0,2,2
Angela Holloway,44,4,2,1,3,7.5,2,1
Daniel Hunt,50,5,1,1,1,6.5,1,1
Jacob Perry,11,1,1,2,2,6.0,1,1
Rachel Peters,54,5,2,1,3,7.5,2,1
Jose Beck,28,2,3,1,2,9.5,3,1
Angela Miles,48,4,2,1,1,5.5,1,1
Elizabeth Roberts,42,4,4,1,2,10.0,3,1
Brett Wilcox,48,4,3,2,1,9.0,3,3
Glenn Evans,10,1,2,2,1,9.0,3,1
Whitney Calderon,65,6,3,1,3,9.0,3,1
Katie Jones,41,4,1,1,2,9.0,3,1
Daniel Kennedy,10,1,1,1,1,7.5,2,1
Jeffrey Butler,45,4,2,2,3,8.5,2,2
Devin Cook,94,8,4,2,2,8.0,2,1
Bruce Lang,17,1,2,1,1,10.5,3,1
Lindsay Moses,47,4,3,1,1,9.5,3,1
Amber Johnson,18,1,1,1,1,8.5,2,1
Kirk Estrada,56,5,1,1,3,4.0,1,1
Erica Hubbard,28,2,1,1,1,7.5,2,2
Donald Rice,66,6,2,1,1,8.0,2,1
Edgar Contreras,8,1,3,1,3,7.0,2,1
William Becker,55,5,1,3,1,6.5,1,1
Eric Braun PhD,97,8,2,1,1,6.0,1,1
Kimberly Snyder,9,1,3,1,3,10.5,3,1
Ashley Ballard,31,3,2,1,1,8.5,2,2
Zoe Simpson,22,2,2,2,1,7.0,2,2
Jennifer Ford,57,5,2,1,2,9.0,3,1
Brittney May,71,7,1,1,1,6.5,1,1
Victoria Griffith,59,5,4,1,3,3.5,1,3
Stephen Bennett,11,1,3,1,1,7.0,2,1
Stephen Howell,33,3,2,1,2,8.0,2,1
Jonathan Salazar,63,6,1,3,3,8.5,2,2
Shawn Hall,23,2,3,1,1,8.5,2,1
Chelsea Simmons,62,6,2,1,2,4.0,1,1
David Shields,57,5,2,1,1,8.5,2,1
Jenna Nguyen,38,3,4,1,1,7.0,2,1
Shawn Diaz,47,4,4,2,1,4.5,1,1
Bruce Myers,48,4,1,1,2,5.5,1,2
Elizabeth Maxwell,46,4,2,1,1,8.0,2,1
Trevor Price,34,3,2,1,1,7.5,2,1
John Cook Jr.,53,5,1,1,1,9.0,3,1
Jason Allen,86,8,3,1,1,8.0,2,1
Nicole Hardy,38,3,2,2,1,9.0,3,2
Cynthia Ferrell,47,4,2,1,1,6.0,1,1
Elijah Bates,38,3,3,1,2,7.5,2,3
Kim Callahan,44,4,1,2,2,8.0,2,1
Michael Taylor,74,7,3,1,1,7.0,2,1
Maria Hayden,24,2,4,3,1,7.5,2,1
Melissa Smith,60,6,1,1,1,4.5,1,2
Jill Edwards,33,3,1,2,1,7.5,2,1
Heather Briggs,21,2,3,2,3,10.5,3,1
Bruce Jimenez,36,3,3,3,3,8.5,2,2
Brandon Johnson,81,8,1,1,2,7.5,2,1
Carlos Stevens,39,3,4,1,1,7.0,2,1
Jason Johnson,40,4,4,1,2,11.5,3,1
James Jacobs,65,6,1,1,3,6.5,1,1
Janet White,31,3,3,3,1,8.5,2,1
Kyle Miles,26,2,1,1,1,9.0,3,1
Brian Evans,12,1,2,1,1,7.5,2,1
Wendy King,13,1,4,1,3,12.0,3,1
Henry Valenzuela,70,7,4,1,1,7.5,2,2
Bradley Shepard,35,3,1,2,2,9.0,3,1
Angela Valdez,86,8,4,1,2,8.5,2,1
Breanna Kim,65,6,1,1,1,9.0,3,1
Justin Sellers,15,1,3,1,1,7.5,2,1
Mrs. Haley Brock,63,6,1,1,2,7.0,2,3
Robert Martinez,61,6,1,1,1,6.5,1,1
Mrs. Tamara Shannon,34,3,2,1,1,9.5,3,1
Michael Holt,22,2,1,1,2,9.5,3,1
Michael Miller,12,1,4,1,2,7.0,2,1
Derek Olson,46,4,3,2,1,9.0,3,1
Heather Parker,39,3,2,1,2,5.5,1,1
Jason West,77,7,2,2,1,7.5,2,1
David Garcia,65,6,1,1,2,7.0,2,1
Alexander Wilson,12,1,3,1,2,9.5,3,1
Miranda Baker,73,7,1,1,2,8.5,2,1
Christina Nguyen,19,1,2,1,1,8.0,2,1
Christopher Dodson,58,5,2,2,2,7.0,2,2
Brent Hubbard,84,8,1,1,2,8.5,2,1
Mary Norman,84,8,1,2,1,4.0,1,1
Benjamin Moore,85,8,1,2,2,5.0,1,1
Brian Lee,52,5,3,1,3,8.5,2,1
Robert Taylor,30,3,1,1,3,4.0,1,1
Stephanie Rivera,87,8,1,1,3,8.0,2,1
Nicole Garcia,52,5,1,1,2,6.5,1,2
Samantha Finley,66,6,1,1,2,5.5,1,1
Frederick Carpenter,56,5,3,1,1,6.0,1,2
Sue Washington,86,8,1,1,1,7.5,2,1
Dalton Ferrell,73,7,2,1,1,6.5,1,3
Katherine Johnston,13,1,2,1,1,6.0,1,1
Julia Long,22,2,2,1,2,5.5,1,1
Michelle Henderson,70,7,1,1,3,10.0,3,1
Cesar Norris,58,5,1,1,1,6.0,1,1
Tony Walsh Jr.,21,2,1,1,1,7.5,2,1
Mary Vang,37,3,1,1,1,8.0,2,1
Elaine Turner,45,4,1,1,3,8.0,2,1
Rebecca Brown,25,2,2,1,1,9.0,3,1
Christopher Ferguson,70,7,4,2,3,6.5,1,1
Justin Edwards,47,4,3,1,1,7.5,2,1
Holly Fernandez,81,8,2,1,1,6.5,1,1
Justin James,56,5,1,1,1,10.0,3,1
Kim Wilson,22,2,3,2,3,9.0,3,2
James Dean,49,4,1,3,1,8.0,2,1
Joseph Brennan,13,1,4,1,3,9.0,3,1
Willie Guzman,10,1,3,3,1,7.0,2,1
Travis Rodgers,85,8,3,1,1,7.0,2,2
Tyler Murray,50,5,1,1,2,6.0,1,1
Jeffrey Olsen,41,4,1,1,2,8.0,2,1
Susan Cook,41,4,1,1,3,7.0,2,1
Clayton Garrett,94,8,1,1,2,4.0,1,1
Tammy Parks,9,1,1,1,3,8.0,2,1
Ashley Aguilar,24,2,2,1,1,9.0,3,1
Courtney Harper,52,5,3,1,1,9.5,3,1
Robin Jones,80,8,1,2,1,9.0,3,1
Samantha Davis,32,3,2,2,3,6.5,1,1
Amy Ortega,89,8,2,1,1,6.0,1,1
Theresa Holland,8,1,1,1,3,9.5,3,1
Jimmy Cross,73,7,1,2,1,8.5,2,1
Joseph Hayes,75,7,2,1,2,7.5,2,1
Sean Hawkins,53,5,1,1,1,10.0,3,1
James Bentley,77,7,1,3,1,8.0,2,2
Harry Weber,31,3,1,1,1,8.0,2,1
David Hale,87,8,4,1,1,7.5,2,1
Peter Little,29,2,4,2,1,8.5,2,3
Vanessa Johnson,59,5,2,1,2,7.5,2,1
David Smith,23,2,1,1,2,6.5,1,2
Betty Cook,57,5,1,2,2,7.0,2,1
Stephen Shaw,81,8,1,2,1,9.5,3,2
Wesley Moore,76,7,1,1,1,7.5,2,1
Ronnie Wilson,27,2,1,1,1,5.5,1,1
Jaime Gray,15,1,1,1,1,7.5,2,1
Diane Johnson,99,8,3,3,3,7.5,2,1
Janice Conway,71,7,4,1,1,5.0,1,1
Jesse Stanley,48,4,2,1,1,7.5,2,1
Jesus Franklin,40,4,4,1,3,6.0,1,1
Ralph Church,30,3,1,2,3,6.5,1,2
Rachel Malone,65,6,2,1,2,5.0,1,1
Wesley Peters,51,5,1,1,2,8.0,2,1
Daniel West,8,1,1,1,3,10.0,3,1
Anthony Curtis,52,5,1,2,2,7.5,2,1
Michael Mitchell,8,1,3,1,2,7.0,2,1
Michelle Tanner DDS,14,1,4,1,1,9.0,3,1
William Bridges,67,6,4,1,1,6.5,1,1
Robert Wright,13,1,3,1,1,11.0,3,1
Dustin Macias,52,5,1,1,1,9.0,3,2
Amanda Bowers,51,5,2,1,1,9.0,3,1
Katie Park,48,4,3,1,2,7.5,2,1
Veronica Vargas,48,4,3,2,1,7.0,2,1
Ashley Chapman,93,8,4,2,1,5.5,1,2
Janice May,64,6,1,1,1,7.5,2,1
Timothy Allison,65,6,2,3,1,8.5,2,2
Stanley Keith,16,1,4,1,3,9.5,3,1
Anna Jennings,18,1,2,1,1,7.0,2,1
Jason Howard,48,4,2,1,1,8.5,2,1
Jacob Hawkins,77,7,2,1,1,8.0,2,2
Allison Marshall,31,3,1,1,3,4.5,1,1
Danielle Mason,52,5,3,1,1,10.0,3,2
Lisa Pacheco,78,7,2,1,2,8.5,2,1
Teresa Hernandez,59,5,1,1,1,8.5,2,1
Jesse Reyes,46,4,1,1,2,8.5,2,1
Charles Burgess,69,6,1,1,2,5.5,1,1
Tracey Mcclain,53,5,1,1,1,8.0,2,1
Jessica Miller,19,1,3,1,1,9.5,3,1
Shannon Williams,55,5,1,1,2,5.0,1,1
Brian Schneider,88,8,3,2,2,8.5,2,2
Mark Morris,49,4,1,1,1,7.5,2,1
Adriana Bishop,12,1,2,1,1,7.5,2,1
Kristina Smith,48,4,1,1,1,7.5,2,1
Adam Harrison,28,2,1,3,1,7.0,2,1
Victoria Boyer,15,1,1,1,1,11.5,3,1
Mary Massey,26,2,4,1,1,7.5,2,1
Marilyn Butler,21,2,2,1,1,4.5,1,1
Regina Potter,59,5,1,1,1,7.0,2,1
Daniel Todd,29,2,3,2,1,6.5,1,1
Pamela Richard,26,2,4,1,1,7.0,2,1
George Schroeder,85,8,1,2,1,8.5,2,1
Joshua Allen,44,4,1,1,1,7.0,2,1
Jennifer Carpenter,69,6,4,1,3,8.5,2,3
Tiffany Diaz,71,7,1,1,2,6.5,1,1
Michael Le,24,2,2,1,1,8.0,2,1
Jane Valencia,52,5,1,2,2,6.0,1,1
John Baldwin,38,3,4,1,1,7.5,2,1
Isabel Smith,9,1,1,1,2,9.5,3,1
Kevin Pope,54,5,2,1,3,6.0,1,1
Jason Walsh,46,4,1,2,1,6.0,1,1
Mark Castillo,13,1,1,1,2,7.5,2,1
Mr. John Strickland DVM,37,3,1,2,1,7.5,2,1
Mrs. Cassandra Graham,48,4,1,1,1,6.5,1,1
Austin Evans,12,1,1,1,2,9.5,3,1
Cameron Carter,28,2,1,1,2,4.5,1,3
Andrew George,56,5,2,3,1,6.0,1,2
Adam Morris,25,2,2,1,2,9.5,3,1
Angela Harrison,81,8,1,1,1,7.5,2,3
Kara Kaiser,15,1,1,1,3,7.5,2,1
Kelly Herrera,40,4,1,1,1,9.0,3,1
William Baird,93,8,3,1,1,6.0,1,1
Melissa Smith,78,7,2,1,2,6.0,1,2
Luis Perez,75,7,3,1,1,7.0,2,2
Katherine Richards,73,7,3,3,3,7.0,2,1
Hannah Bennett,16,1,2,2,1,7.0,2,1
Kevin Jones,18,1,2,1,2,8.0,2,1
Jamie Gutierrez,44,4,1,1,2,7.0,2,2
Donna Brown,97,8,2,1,2,9.0,3,1
Allison Richardson,97,8,2,1,1,9.0,3,1
Andrea Perez,23,2,1,1,1,7.0,2,1
Joshua Greer,24,2,3,1,1,7.5,2,1
Nicholas Peck,94,8,1,2,1,8.0,2,2
Connor Rodriguez,87,8,1,1,1,7.0,2,2
Brian Hendrix,36,3,2,1,1,7.5,2,2
Calvin Owens,11,1,3,1,1,9.0,3,1
Cynthia Johnson MD,68,6,2,2,2,8.0,2,3
Francisco Payne,23,2,1,1,2,6.5,1,1
Jacob Lee,62,6,1,1,3,7.0,2,1
Wendy Lee,79,7,1,3,1,6.0,1,1
Amanda Morris,67,6,2,1,1,8.5,2,1
Scott Cole,17,1,1,3,3,5.5,1,1
Stephen Young,65,6,1,1,2,7.5,2,1
Michaela Scott,53,5,2,2,3,7.5,2,1
Ann Klein,82,8,3,1,3,9.0,3,3
Edward Lewis,42,4,2,2,2,7.0,2,1
Danielle Fry,43,4,4,1,2,8.0,2,1
Sarah Davis,79,7,2,1,1,5.0,1,1
Marie Daniels,48,4,2,1,1,9.0,3,1
Eric Hahn,83,8,3,3,3,8.5,2,1
Margaret Hudson,18,1,3,1,1,7.5,2,1
Michael Mitchell,59,5,3,1,1,8.0,2,2
Jenna Morton,62,6,1,1,1,7.0,2,2
Kimberly Martinez,43,4,1,2,1,8.0,2,1
Lindsey Murillo,24,2,1,1,3,6.0,1,1
David Whitney,41,4,3,1,2,7.0,2,1
Matthew Ferguson,33,3,2,1,1,7.0,2,1
Jeffrey Montoya,34,3,4,1,1,9.5,3,2
Philip Rosales,57,5,1,2,3,7.5,2,3
Sergio Boyd,38,3,2,1,1,7.5,2,1
Erin Wilson DVM,53,5,2,3,1,3.0,1,1
Rose Kirby,20,2,2,2,2,10.0,3,1
Renee Wood,32,3,4,1,3,8.0,2,3
Mr. Victor Lawrence,51,5,1,1,3,12.0,3,1
Lucas Andrews,11,1,1,1,2,7.0,2,1
Douglas Scott,85,8,2,1,1,5.5,1,3
Brianna Davis,88,8,1,1,1,7.0,2,1
Erika Brady,14,1,1,1,1,7.0,2,1
Jasmine Davis,61,6,2,2,3,8.0,2,1
Mrs. Alicia Payne,16,1,2,1,1,9.5,3,1
John Parks,32,3,2,1,1,7.0,2,2
Michael Thomas,32,3,4,1,2,5.5,1,1
Wendy Barker,23,2,1,1,1,7.0,2,1
Patricia Sanchez,26,2,1,1,1,8.5,2,1
Autumn Campos,92,8,1,1,2,6.5,1,2
Michael Combs,31,3,1,1,3,6.0,1,1
Brianna Roberts,79,7,2,1,1,5.5,1,1
Julia Duran DVM,18,1,1,1,3,8.0,2,1
Bruce Kirk,26,2,2,1,3,9.0,3,1
Todd Weber,73,7,1,1,1,5.5,1,2
Ian Carson,60,6,1,1,1,7.5,2,1
Maria Carter,13,1,1,1,1,8.5,2,1
Julie Shaw,47,4,1,1,1,9.0,3,1
Wendy Bird,44,4,2,1,1,8.0,2,1
